country,code,courses,college,city,type
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Dr. V.R.K. Women's Medical College,Aziznagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Dr. Vaishampayan Memorial Medical College,Solapur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Dr. Vasantrao Pawar Medical College Hospital and Research Centre,Nashik,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Dr. Vithalrao Vikhe Patil Foundation's Medical College,Ahmednagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Dr. Yashwant Singh Parmar Government Medical College Nahan,Nahan,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","DRIEMS Institute of Health Sciences and Hospital, Kairapari",Cuttak,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",E.S.I.C. Medical College & Postgraduate Institute of Medical Sciences and Research,Chennai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","East Point College of Medical Sciences & Research Centre, Bangalore",Bangalore,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",East West Institute of Medical Sciences and Research,Bardhhaman,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Employees State Insurance Corporation Medical College Alwar,Alwar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Employees' State Insurance Corporation Medical College, Bangalore",Bangalore,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Employees' State Insurance Corporation Medical College, Faridabad",Faridabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Employees' State Insurance Corporation Medical College, Gulbarga",Kalaburagi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Employees' State Insurance Corporation Medical College, Joka",Kolkata,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Employees' State Insurance Corporation Medical College, Patna",Patna,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Employees' State Insurance Corporation Medical College, Sanathnagar",Hyderabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Era's Lucknow Medical College,Lucknow,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",F.H. Medical College & Hospital,Agra,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Faculty of Medicine and Health Sciences, Gurgaon",Gurgaon,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Fakhruddin Ali Ahmed Medical College and Hospital,Barpeta,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Fakir Mohan Medical College & Hospital, Balasore",Balasore,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Father Colombo Institute of Medical Sciences,Warangal,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Father Muller Medical College,Mangalore,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Fathima Institute of Medical Sciences, Kadapa",Kadapa,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.C.S. Medical College, Hospital and Research Centre",Ahmedabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",G.M.E.R.S Medical College Morbi,Morbi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",G.M.E.R.S Medical College Porbandar,Porbandar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S Medical College, Navsari",Navsari,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S Medical College, Panchmahal Godhra",Panchmahal,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S Medical College, Rajpipla",Rajpipla,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S. Medical College and Hospital, Dharpur Patan",Patan,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S. Medical College and Hospital, Gandhinagar",Gandhinagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S. Medical College and Hospital, Himmatnagar",Himmatnagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S. Medical College and Hospital, Sola",Ahmedabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S. Medical College, Gotri",Vadodara,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S. Medical College, Junagadh",Junagadh,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S. Medical College, Vadnagar, Mehsana",Mehsana,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.M.E.R.S. Medical College, Valsad",Valsad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.S. Medical College & Hospital, Hapur",Hapur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","G.S.L. Medical College, Rajahmundry",Rajahmundry,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",G.S.V.M. Medical College,Kanpur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Gadag Institute of Medical Sciences, Mallasamudra",Gadag,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Gajra Raja Medical College,Gwalior,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Gandhi Medical College and Hospital, Secunderabad",Secunderabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Gandhi Medical College, Bhopal",Bhopal,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Gauhati Medical College,Guwahati,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Gautam Buddha Chikitsa Mahavidyalaya Dehradum,Dehradun,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Gayatri Vidya Parishad Institute of Health Care & Medical Technology,Visakhapatnam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Geetanjali Medical College and Hospital,Udaipur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Gian Sagar Medical College,Patiala,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",GITAM Institute of Medical Sciences and Research,Visakhapatnam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Goa Medical College,Panaji,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Gold Field Institute of Medical Sciences & Research,Faridabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Gouri Devi Institute of Medical Sciences and Hospital,Rajbandh,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Allopathic Medical College Banda,Banda,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Dharmapuri Medical College,Dharmapuri,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Doon Medical College,Dehradun,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Erode Medical College and Hospital Perundurai,Perundurai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Institute of Medical Sciences, Uttar Pradesh",Greater Noida,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Kilpauk Medical College,Chennai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College & ESIC Hospital, Coimbatore",Coimbatore,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College & General Hospital Baramati,Baramati,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College & Super Facility Hospital Azamgarh,Azamgarh,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Akola,Akola,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Alibag,Raigad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Ambikapur,Ambikapur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Amritsar,Amritsar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Anantapuramu,Anantapur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Anantnag,Anantnag,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College and District Hospital, Ratnagiri",Ratnagiri,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College and Hospital Cuddalore,Chidambaram,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College and Hospital, Haridwar",Haridwar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College and Hospital, Jajpur",Jajpur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Ariyalur,Ariyalur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Aurangabad,Aurangabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Badaun,Badaun,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Baramulla,Baramulla,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Barmer,Barmer,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Bettiah,Bettiah,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Bhavnagar,Bhavnagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Chandigarh,Chandigarh,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Chandrapur,Chandrapur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Chhindwara,Chhindwara,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Chittorgarh,Chittorgarh,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Datia,Datia,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Dindigul,Dindigul,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Doda,Doda,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Dungarpur,Dungarpur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Ernakulam,Kochi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Gondia,Gondia,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Haldwani,Nainital,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Jalgaon,Jalgaon,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Jammu,Jammu,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Jangaon,Jangaon,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Kallakurichi,Kallakurichi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Kanker,Raipur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Kannauj,Kannauj,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Kannur,Kannur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Karur,Karur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Kathua,Kathua,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Khandwa,Khandwa,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Konni,Konni,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Kota,Kota,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Kottayam,Kottayam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Kozhikode,Kozhikode,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Krishnagiri,Krishnagiri,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Latur,Latur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Mahabubnagar,Mahbubnagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Mancherial,Mancherial,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Manjeri,Manjeri,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Miraj,Miraj,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Nagapattinam,Nagapattinam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Nagpur,Nagpur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Nalgonda,Nalgonda,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Namakkal,Namakkal,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Nandurbar,Nandurbar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Nizamabad,Nizamabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Omandurar,Chennai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Palakkad,Palakkad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Pali,Pali,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College Parippally, Kollam",Kollam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Patiala,Patiala,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Pudukkottai,Pudukottai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Rajouri,Rajouri,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Ramanathapuram,Ramanathapuram,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Ratlam,Ratlam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Sangareddy,Sangareddy,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Satara,Satara,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Shahdol,Shahdol,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Siddipet,Siddipet,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Sindhudurg,Sindhudurg,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Sirohi,Sirohi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Sri Ganganagar,Sri Ganganagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Srinagar,Srinagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Sundargarh,Sundargarh,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Surat,Surat,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Suryapet,Suryapet,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College the Nilgiris,Udhagamandalam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Thiruvallur,Thiruvallur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Thrissur,Thrissur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Tiruppur,Tiruppur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Vellore,Vellore,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Vidisha,Vidisha,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Virudhunagar,Virudhunagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Medical College Wanaparthy,Wanaparthy,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Alwar",Alwar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Ambernath",Ambernath,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Amravati",Amravati,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Baran",Baran,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Bhadradri Kothagudem",Kothagudem,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Buldhana",Buldhana,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Bundi",Bundi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Dausa",Dausa,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Dholpur",Dholpur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Eluru",Eluru,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Gadchiroli",Gadchiroli,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Handwara",Kupwara,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Hanumangarh",Hanumangarh,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Hingoli",Hingoli,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Jagtial",Jagtial,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Jalna",Jalna,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Jayashankar Bhupalpally",Bhupalpally,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Jhunjhunu",Jhunjhunu,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Jogulamba",Jogulamba,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Kadapa",Kadapa,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Kamareddy",Kamareddy,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Karauli",Karauli,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Karimnagar",Karimnagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Khammam",Khammam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Korba",Korba,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Kumuram Bheem Asifabad",Asifabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Machilipatnam",Machilipatnam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Mahabubabad",Mahabubabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Mahasamund",Mahasamund,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Maheshwaram",Maheshwaram,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Medak",Medak,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Mulugu",Mulugu,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Mumbai",Mumbai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Nagarkurnool",Nagarkurnool,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Nagaur",Nagaur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Nandyal",Nandyal,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Narayanpet",Narayanpet,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Narsampet",Narsampet,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Nashik",Nashik,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Nirmal",Nirmal,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Ongole",Ongole,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Paderu",Paderu,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Parbhani",Parbhani,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Purnea",Purnea,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Quthbullapur",Hyderabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Rajamahendravaram",Rajamahendravaram,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Rajanna Sircilla",Sircilla,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Satna",Satna,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Sawai Madhopur",Sawai Madhopur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Seoni",Seoni,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Srikakulam",Srikakulam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Udhampur",Udhampur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Vikarabad",Vikarabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Vizianagaram",Vizianagaram,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Washim",Washim,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Government Medical College, Yadadri",Hyderabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Sivagangai Medical College,Sivagangai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Thiruvannamalai Medical College,Thiruvannamalai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Thiruvarur Medical College and Hospital,Thiruvarur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Government Villupuram Medical College,Villupuram,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Grant Government Medical College, Mumbai",Mumbai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Graphic Era Institute of Medical Sciences,Dehradun,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Great Eastern Medical School and Hospital,Srikakulam,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Gujarat Adani Institute of Medical Sciences,Bhuj,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Gulbarga Institute of Medical Sciences,Kalaburagi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Guntur Medical College,Guntur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Guru Gobind Singh Medical College,Faridkot,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital,Mumbai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Hamdard Institute of Medical Sciences & Research, New Delhi",New Delhi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Hassan Institute of Medical Sciences,Hassan,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Haveri Institute of Medical Sciences,Haveri,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Hemwati Nandan Bahuguna Garhwal University,Srinagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Heritage Institute of Medical Sciences, Varanasi",Varanasi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Hi-Tech Medical College and Hospital, Bhubaneswar",Bhubaneswar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",J R Medical College and Hospital,Villupuram,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","J.J.M. Medical College, Davangere",Davangere,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",J.S.S. Medical College,Mysore,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC),Hubballi,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jagannath Gupta Institute of Medical Sciences & Hospital,Kolkata,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jaipur National University Institute for Medical Sciences and Research Centre,Jaipur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jakir Hossain Medical College and Research Institute,Murshidabad,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jalpaiguri Government Medical College & Hospital,Jalpaiguri,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jannayak Karpoori Thakur Medical College and Hospital Madhepura,Madhepura,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jawaharlal Institute of Post-Graduate Medical Education and Research (JIPMER),Pondicherry,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Jawaharlal Nehru Institute of Medical Sciences, Porompat",Porompat,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Jawaharlal Nehru Medical College, Ajmer",Ajmer,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Jawaharlal Nehru Medical College, Aligarh",Aligarh,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Jawaharlal Nehru Medical College, Belgaum",Belgaum,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Jawaharlal Nehru Medical College, Bhagalpur",Bhagalpur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Jawaharlal Nehru Medical College, Wardha",Wardha,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jehlum Valley College of Medical Sciences,Srinagar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jhalawar Medical College,Jhalawar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jhargram Government Medical College and Hospital,Jhargram,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",JIET Medical College And Hospital,Jodhpur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","JIS School of Medical Science & Research, Howrah",Howrah,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",JMF's A.C.P.M. Medical College,Dhule,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jorhat Medical College and Hospital,Jorhat,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Jubilee Mission Medical College and Research Institute,Thrissur,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",K.A.P. Viswanatham Government Medical College,Tiruchirappalli,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",K.D. Medical College Hospital & Research Centre,Mathura,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",K.J. Somaiya Medical College,Mumbai,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",K.M.C.H. Institute of Health Sciences and Research,Coimbatore,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",K.M.C.T. Medical College,Kozhikode,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",K.P.C. Medical College and Hospital,Kolkata,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",K.S. Hegde Medical Academy,Mangalore,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",K.V.G. Medical College,Sullia,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Kakatiya Medical College,Warangal,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Kalinga Institute of Medical Sciences,Bhubaneswar,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Kalpana Chawla Government Medical College, Karnal",Karnal,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG","Kalyan Singh Government Medical College, Hospital and Kasturba Mahila Chikitsalaya",Bulandshahr,university
India,IN,"AMC,PLAB,FMGE/NExT,NEET PG",Kamineni Academy of Medical Sciences & Research Center,Hyderabad,university
